web-scraper-order,web-scraper-start-url,vol,vol-href,title,title-href,abs
"1641093865-498","http://ijere.iaescore.com/index.php/IJERE/issue/archive","Vol 10, No 2: June 2021","http://ijere.iaescore.com/index.php/IJERE/issue/view/559","Why students tend to compare themselves with each other? The role of mattering and unconditional self-acceptance","http://ijere.iaescore.com/index.php/IJERE/article/view/21238","Previous studies suggested that university students who are not able to accept themselves tend to develop negative tendency to compare themselves with each other. This study aimed to investigate the role of unconditional self-acceptance (USA) in explaining the association between mattering and social comparison among Malaysian undergraduate students. Three hundred and seventy undergraduate students were recruited and asked to complete an online version of Unconditional Self-Acceptance questionnaire, Iowa-Netherlands Comparison Orientation Measure and University Mattering Scale. Data analysis was conducted by employing Bootstrap Method with 95% confidence interval and 5000 sampling. The result showed that USA partially mediated the relationship between mattering and social comparison. Mattering and USA were identified as robust protective factors of social comparison among university students."
"1641093505-363","http://ijere.iaescore.com/index.php/IJERE/issue/archive","Vol 9, No 3: September 2020","http://ijere.iaescore.com/index.php/IJERE/issue/view/556","Perspectives on the challenges of leadership in schools to improve student learning systems","http://ijere.iaescore.com/index.php/IJERE/article/view/20485","This study is an analysis of the challenges of leaders in schools to improve learning systems, trying to do an analysis of the six aspects of analysis during the study. The main contribution of this research is related to how to deal with challenges in improving learning systems in schools that have so far faced challenges and obstacles, and these need to be analyzed and solutions. This study uses a qualitative method with a case study model, because this researcher is a case that must be disclosed and found a solution, looking at the gap between quality, performance and leadership in several schools that are the object of research and this research lasted for several years. four months (18 weeks), the time is indeed quite short, but researchers try to use this time effectively to produce something useful. In this case involving eight school leaders, as participants, the results of the application of the six aspects of indicators were able to improve teacher performance and from changes in the learning system as well. can be significantly improved as evidenced by the results of evaluating student learning, this research does indeed need to be deepened comprehensively. The author measures the success rate of these indicators by using a cluster system (individually intervening) individually either for the principal or when assessing students, so the writer can see the improvement."
"1641093720-443","http://ijere.iaescore.com/index.php/IJERE/issue/archive","Vol 10, No 1: March 2021","http://ijere.iaescore.com/index.php/IJERE/issue/view/558","Identifying of emotional quotient junior high school students in mathematics","http://ijere.iaescore.com/index.php/IJERE/article/view/20681","This study aimed to determine the emotional intelligence of junior high school students, especially in managing emotions, recognizing emotions, and motivating themselves. This was quantitative study with survey design. There were 102 respondents participated in this research that were obtained based on purposive technique. The instruments used in this study were questionnaires and semi-structured interviews and data analysis using descriptive statistics, including mean, min, max, categorization, and percentage. From the results of the investigation that has been done, it is found that there is emotional intelligence of students in mathematics which is shown by the aspect of recognizing emotions which has a suitable category of 61.8% (63 of 102) students, the issue of managing emotions has an appropriate category of 53.9% (56 out of 102) students. The self-motivation aspect has a suitable category of 60.8% (62 out of 102) students. Students need to be allowed to develop direct experiences and thoughts on learning activities."
"1641094242-635","http://ijere.iaescore.com/index.php/IJERE/issue/archive","Vol 11, No 1: March 2022","http://ijere.iaescore.com/index.php/IJERE/issue/view/563","Exploration of the Indonesian Makassar-Buginese Siri’ educational values: The foundation of character education","http://ijere.iaescore.com/index.php/IJERE/article/view/21670","Character is a crucial aspect of living in society. Character building has been carried out in Indonesia from hundred years ago. The people have improved their way of life by adopting local culture's educational values, such as the Makassar-Buginese Siri’. However, in this era, there is a deterioration of student character as a result of losing Siri' cultural ideals that are rarely found in the field of education. The study aimed to explore the Makassar-Buginese Siri’ educational values as the foundation of character building. This study was designed as a qualitative study using the ethno-pedagogy approach. The data were collected through interviews, observation, and documentation and analyzed through data reduction, data display, and conclusion drawing. The results have revealed that the Makassar-Buginese Siri’ contains the following educational values: teppe (faith), pesse (compassion), lempuk (honesty, straightening deeds, and intentions), sipakatau (humanizing human), sipakalebbi (glorification of human), sipakainge (reminding each other), sipatokkong (mutual help and mutual support), tongeng (sincerity), reso (hard work), and abbulosibatang (collaboration). In conclusion, the Makassar-Buginese Siri’ educational values play a crucial role in character education to be integrated into the learning process to improve student character."
"1641093604-401","http://ijere.iaescore.com/index.php/IJERE/issue/archive","Vol 9, No 4: December 2020","http://ijere.iaescore.com/index.php/IJERE/issue/view/557","Developing an assessment framework of multidimensional scientific competencies","http://ijere.iaescore.com/index.php/IJERE/article/view/20542","The study aimed to develop and validate an assessment framework of multidimensional scientific competencies for seventh-grade students in the northeastern region of Thailand. A total of 289 samples with three different scientific competency levels were randomly selected to participate as testtakers. The design-based research encompassing four phases of the construct modelling approach, namely construct maps, item design, outcome space, and Wright map. Multidimensional Random Coefficient Multinomial Logit model was employed to examine the quality of the created assessment framework of multidimensional scientific competencies. The results showed that scientific competence is comprised of three dimensions, namely explain phenomena scientifically, evaluate and design scientific inquiry, and interpret data and evidence scientifically. Each dimension can be further categorized into four levels. The assessment framework consists of 16 items. The results revealed that there is validity evidence regarding internal structure based on the comparison of the model fit and Wright map. Moreover, results also indicated that the reliability evidence and item fit are compliance with the quality of the assessment framework as revealed in the analysis of standard error of measurement and infit and outfit of the items. It can be concluded that the assessment framework is currently prevalent to assess the scientific competencies of seventh-grade students."
"1641094308-659","http://ijere.iaescore.com/index.php/IJERE/issue/archive","Vol 11, No 2: June 2022","http://ijere.iaescore.com/index.php/IJERE/issue/view/564","Classroom Walkthrough Observations in a State University in Region 02: On Grounded Theory","http://ijere.iaescore.com/index.php/IJERE/article/view/21900","The primary goal of this classroom walkthrough observation study was to come up with a theoretical framework that improves the instruction process at a public institution in Region 02. Walkthroughs in classrooms are done quickly and unexpectedly, usually by school administrators in the facility. In addition to Deans and program chairpersons, nine educational leaders (deans and program co-chairs) and 37 faculty members took part in the study by the chain or snowball sampling. A core category (phenomena) was formed, conceptual tags were assigned, and a theoretical model that describes the causal elements influencing the phenomenon was developed through extensive discussions. Strategies that arise as a result of the occurrence, processes affected by context, processes that are influenced by intervening conditions, and implications of the system when employed A detailed description of the many categories and subcategories are given, and participants' statements in support of the theory."
"1641093252-272","http://ijere.iaescore.com/index.php/IJERE/issue/archive","Vol 8, No 4: December 2019","http://ijere.iaescore.com/index.php/IJERE/issue/view/554","Academic resilience as mediator of multidimensional perfectionism and academic performance among gen-Z undergraduate students","http://ijere.iaescore.com/index.php/IJERE/article/view/20340","This study focused on the relationship of two dimensions of perfectionism (perfectionistic strivings, and perfectionistic concerns) and academic performance, with the role of academic resilience as mediator. Participants including 132 undergraduate students form age range 18 to 25, from first year to fifth year in their studies mainly from a Malaysian psychology undergraduate program were asked to fill questionnaires containing measures for perfectionism, academic resilience and academic performance. Although only partial mediations occurred, both hypotheses where academic resilience would mediate relationships between both dimensions of perfectionism and academic performance were supported. Findings suggested that other variables aside academic resilience could have played a role in predicting perfectionist’s academic performance. Findings also suggested interplay of academic performance acting as both protective factor and outcome of academic resilience."
"1641092560-29","http://ijere.iaescore.com/index.php/IJERE/issue/archive","Vol 3, No 3: September 2014","http://ijere.iaescore.com/index.php/IJERE/issue/view/225","Data Protection Issues in Higher Education with Technological Advancements","http://ijere.iaescore.com/index.php/IJERE/article/view/4471","Adhering to laws whilst working or studying in an educational establishment is often fraught with challenges. The Irish Data Protection Act 1988 (Amendment 2003) strives to protect the individual where their personal data is potentially being abused. The advancements in technologies have facilitated educational establishments by improving efficiencies and reducing costs. However, this paper will outline the salient features of the said Act and evaluate how well the law adapts with technologies such as cloud computing and biometrics. It will endeavour to align the law with these technologies and offer a critique of areas that are potentially lacking. Cases will be discussed where precedents have been set by the Irish Data Protection Commissioner and as a result, suggestions for a data protection policy for Higher Education will be proposed. Conclusions will draw upon research conducted and suggest whether the law, as it stands, it suitable with the technologies mentioned.DOI: http://dx.doi.org/10.11591/ijere.v3i3.6140"
"1641092770-102","http://ijere.iaescore.com/index.php/IJERE/issue/archive","Vol 5, No 4: December 2016","http://ijere.iaescore.com/index.php/IJERE/issue/view/321","Midwives Performance in Early Detection of Growth and Development Irregularities of Children Based on Task Commitment","http://ijere.iaescore.com/index.php/IJERE/article/view/5957","The purpose of this study was to analyze the performance of midwives based on the task commitment. This was an observational analytic with cross sectional approach. Multistage random sampling was used to determine the public health center, proportional random sampling to selected participants. The samples were 222 midwives in the public health center of Surabaya City. Data were collected by questionnaires on exogenous variables and sheet of data collectors for the performance of midwives. Data was analyzed by using Partial Least Square (PLS). This study found the results of the self leadership directly affects the performance with the value of T-statistic of 3.852> T-table (1.96) with the value of the path coefficient of 0.257, while the value of the indirect influence on the strategy of self leadership performance through mediator task commitment with path coefficient value of 0.053. These models can be used as a reference in improving the performance of midwives in other activities related to maternal and child health services."
"1641093819-480","http://ijere.iaescore.com/index.php/IJERE/issue/archive","Vol 10, No 2: June 2021","http://ijere.iaescore.com/index.php/IJERE/issue/view/559","Postgraduate students’ perspective on supporting “learning from home” to solve the COVID-19 pandemic","http://ijere.iaescore.com/index.php/IJERE/article/view/21240","The objective of this present research was to reveal how the postgraduate student perceive of or respond to the online learning process. Quantitative method was adopted in this present research. The results showed that most students who had experienced of the online learning activities encountered some obstacles because they had never conducted Learning From Home (LFH) activities before. The respondents were 428 postgraduate students who actively joined in the LFH activities. There were 316 students used the platform Zoom as the supporting application in the LFH activities. Respondents filled in Google Form, then the collected data could be quickly and accurately processed. Other respondents preferred Google Classroom, WhatsApp and other applications in following the learning activities according to the agreement and features provided in each platform. There were 408 respondents experienced Two-ways communication between the lecturers and the students during the LFH activities. They stated that the limited internet network hindered the online lecturing. There were 31 respondents declared that technology limitations hampered the online lecturing and 105 students revealed that it is the limitations in using the application that caused the online lecturing to become obstacles."
"1641093684-429","http://ijere.iaescore.com/index.php/IJERE/issue/archive","Vol 10, No 1: March 2021","http://ijere.iaescore.com/index.php/IJERE/issue/view/558","Views of secondary school students on ideal teacher qualifications: A phenomenological analysis","http://ijere.iaescore.com/index.php/IJERE/article/view/20565","This research aimed to reveal the views of secondary school students on ideal teacher qualifications. For this purpose, research was carried out in a phenomenological pattern, which is one of the qualitative research methods. The study was carried out with 76 students who were studying in a secondary school in the 2017-2018 academic year. The data were obtained with the repertory grid technique and interview technique. As a result of the analysis of the data, it was seen that the qualifications of the teachers considered ideal by the participants were among the general competencies of the teaching profession. According to the results of this research, ideally, teachers are expected to provide good and fun lessons, not discriminate among students, be friendly and calm in communications with students, and ensure discipline and democracy in the classroom environment."
"1641094334-669","http://ijere.iaescore.com/index.php/IJERE/issue/archive","Vol 11, No 2: June 2022","http://ijere.iaescore.com/index.php/IJERE/issue/view/564","The Influence of Virtual Instructional Leadership on Teachers’ Commitment: A Malaysian E-Leadership Case Study","http://ijere.iaescore.com/index.php/IJERE/article/view/22669","The ability of instructional leadership practices in shaping positive school culture is well known. Similarly, it is also proven that this kind of school leadership could strengthen teachers’ commitment. However, the research to date has tended to focus on conventional instructional leadership and the ability of virtual instructional leadership to produce such impact has remained unclear. Therefore, this study investigates the influence of Virtual Instructional Leadership on Teachers’ Commitment. Based on Meyer and Allen’s Organizational Commitment Model (1991), the research model is developed and analyzed using Partial Least Squares-Structural Equation Modeling (PLS-SEM). As expected, the finding of this analysis revealed that there is a positive impact of principals’ virtual instructional leadership practices towards teachers’ commitment in schools. Despite this, this study also discovered that normative and continuous commitments are not the fit dimensions for teacher’s commitments in the context of virtual instructional leadership, which is quite shocking. Hence, this would be a fruitful area for further works."
"1641093163-239","http://ijere.iaescore.com/index.php/IJERE/issue/archive","Vol 8, No 3: September 2019","http://ijere.iaescore.com/index.php/IJERE/issue/view/552","Determination of the level of pedagogical formation students’ academic locus of control","http://ijere.iaescore.com/index.php/IJERE/article/view/18166","Academic locus of control has an important place in explaining students’ behaviors in educational settings. The purpose of the current study is to determine the level of the pedagogical formation students’ academic locus of control and to investigate whether this level varies depending on some variables. The study employed the survey model, one of the quantitative research methods. The universe of the study is comprised of the students enrolled at the pedagogical formation program initiated in the fall term of 2015-2016 academic year in Muğla Sıtkı Koçman University and the sampling consists of 397 pedagogical formation students. As the data collection tool, the academic locus of control scale was used in the current study. It was concluded that the pedagogical formation students’ level of academic locus of control is medium. It was also found that the students’ academic locus of control, internal locus of control and external locus of control do not vary significantly depending on gender and department; yet, vary significantly depending on age. Furthermore, the pedagogical formation students’ level of satisfaction was found to be significantly correlated with the external locus of control but not with the internal locus of control and academic locus of control."
"1641093574-389","http://ijere.iaescore.com/index.php/IJERE/issue/archive","Vol 9, No 4: December 2020","http://ijere.iaescore.com/index.php/IJERE/issue/view/557","Irrational thoughts of the translator’s personality in assessing the quality of translation","http://ijere.iaescore.com/index.php/IJERE/article/view/20519","The correlation between translation as an objective field and psychological characteristics has produced various psychological and translational interrogations. To investigate the role of the translator’s personality in identifying the level of irrationality beliefs, university instructors are the corpus of the present study. After using statistical means SPSS, the results of instructors of males and females were observed to advocate for an active role of the translator in some instances. The present study employed a questionnaire that is consisted of thirty-five paragraphs measures the individual's attitude towards himself and his or her family that behaves irrationally in the performance and functions. Through the results of this study, which this study found that irrational thoughts are widespread among male and female teachers. This research also provided details of making an empirical contribution to the research in translation. Thus, the seriousness of irrational thoughts, as it is one of the reasons for the incompatibility and its seriousness on translation. This led to the weakness of the translation process, which caused the distraction of the mind to broadcast the hostile rumour that managed to exploit confusion in the translation."
"1641094404-695","http://ijere.iaescore.com/index.php/IJERE/issue/archive","Vol 11, No 2: June 2022","http://ijere.iaescore.com/index.php/IJERE/issue/view/564","Motivation and Satisfaction in Online Learning during Pandemic Covid-19: A Systematic Review","http://ijere.iaescore.com/index.php/IJERE/article/view/21961","The aims of this study are to summarize the current study on motivation and satisfaction of graduate student and identify research gaps in order to suggest a study for the next research. A total of 50 academic research papers on satisfaction and motivation during pandemic covid-19 learning were published during pandemic era Des 2019 – Des 2020. There were 45.935 participant on the study with 357 elementary students, 478 middle-high students, 42.151 college students and 2.949 teachers. From the review, this paper updates new database and suggests that a wide range of graduate students’s satisfaction and motivation by online learning during pandemic covid-19 may be considered to apply an effective learning method for succesfull learning process especially in improving the students satisfaction and motivation."
"1641093094-215","http://ijere.iaescore.com/index.php/IJERE/issue/archive","Vol 8, No 2: June 2019","http://ijere.iaescore.com/index.php/IJERE/issue/view/527","Internal locus of control, social support and academic procrastination among students in completing the thesis","http://ijere.iaescore.com/index.php/IJERE/article/view/17043","The basis of this study was to determine the relationship between internal locus of control and social support with students' academic procrastination in completing their thesis. This study is using correlational sampling technique and the research samples taken from quota sampling technique are 80 college students who are in the process of completing the thesis. The measuring instrument is the Academic Procrastination Scale in completing the thesis, Internal Locus of Control Scale and Social Support Scale. The regression analysis result that there is a very significant correlation between internal locus of control and social support with academic procrastination of the students in completing the thesis. Further analysis showed that there is a very significant negative correlation between internal locus of control with academic procrastination. This means that the lower level of internal locus of control, the higher level of academic procrastination in completing a thesis, and vice versa. Likewise, there is a very significant negative correlation between social support and academic procrastination in completing a thesis. This result means that the lower level of social support, the higher level of academic procrastination in completing a thesis, and vice versa."
"1641092590-39","http://ijere.iaescore.com/index.php/IJERE/issue/archive","Vol 4, No 1: March 2015","http://ijere.iaescore.com/index.php/IJERE/issue/view/227","Socio-Economic Background and Access to Internet as Correlates of Students Achievement in Agricultural Science","http://ijere.iaescore.com/index.php/IJERE/article/view/4487","This study investigated access to internet and socio-economic background as correlates of students’ achievement in Agricultural Science among selected Senior Secondary Schools Two Students in Ogbomoso South and North Local Government Areas. The study adopted multi-stage sampling technique. Simple random sampling was used to select thirty (30) students from each of the selected school in the two local governments. Stratified random sampling technique was used to select a sample of 300 students from various strata (school) chosen in the two local governments. Five research questions were answered. Descriptive Statistics, Pearson Moment Correlation and Multiple regressions were used to analyse the data gathered. The study observed that, 67.7% of the students have access to the internet (two-third of the sample). A positive but not significant relationship exists between access to internet and students’ achievement in Agricultural Science (r = 0.110 and p>0.05). There is a positive and significant relationship between socio-economic background and students’ achievement in Agricultural Science (r = 0.515** and p<0.01). Furthermore, relationship between socio-economic background and access to internet is not significant (r = 0.040 and p>0.05). Access to internet and socio-economic background are jointly related to students’ achievement in Agricultural Science. F (3,296) = 37.082, p<0.05, R value of .523ª, R ² of 2.73 and adjusted R square of .266."
"1641093788-468","http://ijere.iaescore.com/index.php/IJERE/issue/archive","Vol 10, No 2: June 2021","http://ijere.iaescore.com/index.php/IJERE/issue/view/559","Improvement of teacher’s professional competency in strengthening learning methods to maximize curriculum implementation","http://ijere.iaescore.com/index.php/IJERE/article/view/21010","The 2013 curriculum which has been implemented for more than six years in Indonesia has many problems in its application. Therefore, we need to conduct empirical research to determine the causes of the ineffective implementation of the 2013 curriculum in schools. This study involved 13 high schools and vocational high schools in the provinces of DKI Jakarta and West Java with a total of 420 students, 26 teachers, and principals as respondents. The research employed mixed parallel method and data analysis using combined analysis of qualitative and quantitative approaches. The research found that there are still schools that use two different curricula, 2013 curriculum and school-based curriculum. In implementing the 2013 curriculum, teachers are required to use various learning with a scientific approach that refers to student-centered concepts. There is a need for the training program to improve teachers’ professional competence, especially in the terms of various learning methods mastery."
"1641093081-211","http://ijere.iaescore.com/index.php/IJERE/issue/archive","Vol 8, No 1: March 2019","http://ijere.iaescore.com/index.php/IJERE/issue/view/517","Misconceptions of primary school students about the subject of fractions: views of primary teachers and primary pre-service teachers","http://ijere.iaescore.com/index.php/IJERE/article/view/16290","This study was conducted with the aim of investigating the current knowledge of Primary Teachers and Primary Pre-service Teachers on the misconceptions of primary school students about the subject of fractions. The qualitative research method of case study was used to conduct the research. The data were collected with semi-structured forms that were developed by the researcher to collect the views of Primary Teachers and Primary Pre-service Teachers on the topic. The participants stated that, regarding the subject of fractions, primary school students had difficulties the most in representing fractions by models, the concepts of denominator and numerator, when they need to rank fractions, when they need to solve problems, reading and writing concepts that express fractions, distinguishing types of fractions – converting these, showing a given fraction on number lines and operations on fractions, and they had misconceptions about these."
"1641092805-115","http://ijere.iaescore.com/index.php/IJERE/issue/archive","Vol 6, No 1: March 2017","http://ijere.iaescore.com/index.php/IJERE/issue/view/351","Enhancing Students’ Communication Skills through Problem Posing and Presentation","http://ijere.iaescore.com/index.php/IJERE/article/view/6342","This study was to explore how enhance communication skill through problem posing and presentation method.  The subjects of this research were the seven grade students Junior High School, including 20 male and 14 female. This research was conducted in two cycles and each cycle consisted of four steps, they were: planning, action, observation, and reflection. This study use interview, observation, and questionnaire to measure most widely used data gathering in communication skill students, and daily test (pre-test and post-test) to measure enhance achievement the students’. The data was analyzed comparing initial and final score. If the final score is better than initial score had been enhanced. Results of this study indicated that teaching and learning science used problem posing and presentation method can enhance ability communication skill, confidence, courage and responsibility on themselves disciples. Researcher is suggestion to use another method to enhance communication skill."
"1641093653-418","http://ijere.iaescore.com/index.php/IJERE/issue/archive","Vol 9, No 4: December 2020","http://ijere.iaescore.com/index.php/IJERE/issue/view/557","Perceptions and experiences of students on the use of interactive online learning technologies in Mauritius","http://ijere.iaescore.com/index.php/IJERE/article/view/20692","With the advent of e-learning, advocates use the term interactivity instead of interaction among students, and between the teacher and the students. Many universities use Moodle for online teaching and learning. This paper explores the perceptions and experiences of students in three Higher Education Institutions (HEIs) in Mauritius. A mixed-methods approach was used, with an online survey questionnaire administered to 600 students and focus group discussions were conducted with 15 students from these institutions. It was found that 68.4% of respondents used WhatsApp compared to only 23.6% of them who used the e-learning platform, Moodle. There were no associations between the use or frequency of using WhatsApp or Facebook and the types of HEI to which the students belonged. Students preferred WhatsApp due to its facility for knowledge sharing and construction, its interactivity, its usability, respect for privacy and instant communication. From the findings, it is recommended that HEIs bring a shift in their approaches to teaching and learning from cognitivism to socio-constructivism, connectivism and heutagogy."
"1641094169-610","http://ijere.iaescore.com/index.php/IJERE/issue/archive","Vol 11, No 1: March 2022","http://ijere.iaescore.com/index.php/IJERE/issue/view/563","Ethnomathematics: mathematical ideas and educational values on the architecture of Sasak traditional residence","http://ijere.iaescore.com/index.php/IJERE/article/view/21775","Sasak traditional architecture, including the shape of the structure, layout, and other supporting buildings, has references and rules in its designing and planning. Traditional residence is one of the cultural artifacts. A residence is not only built based on aesthetic values, but is also reviewed from strengths and values contained philosophically. Thus, this study aims to describe mathematical ideas that are contained in the architecture of Sasak traditional residence as well as educational values in the culture that can be made as the initial step in designing learning processes at schools. This study is a qualitative research conducted by using an ethnographic method. The informants in the study encompassed Adat figures, Adat stakeholders, and cultural experts who understand the culture of Sasak people. Participant observation, interview, documentation, and field record were the data collecting techniques used in the study. Findings show the existence of mathematical ideas that are potential to be made as the initial step in learning mathematics contextually"
"1641094005-548","http://ijere.iaescore.com/index.php/IJERE/issue/archive","Vol 10, No 4: December 2021","http://ijere.iaescore.com/index.php/IJERE/issue/view/562","Cloud computing adoption among state universities and colleges in the Philippines: Issues and challenges","http://ijere.iaescore.com/index.php/IJERE/article/view/21526","The emergence of cloud computing (CC) adoption in higher education institutions (HEIs) is considered widespread today. Its growth comes with tremendous benefits and potential risks as well. This paper endeavors to investigate some issues and challenges that influence the adoption of cloud computing among state universities and colleges (SUCs) in the Philippines. A qualitative design was used in the study as it employed multiple case studies approach. Based on the results, this paper establishes two strong factors such as slow internet connection and lack of understanding or awareness of cloud computing. The findings revealed the impact of cloud computing to SUCs is found beneficial to the educational system amidst the global pandemic. Professors can easily upload lessons and teaching materials while students can easily access the materials online, though the challenge lies in the connectivity of internet in the country. Administrators can easily collaborate with the entire academic community and even to its stakeholder’s potential for collaboration even if not in face to face. It is a perfect avenue to be productive and efficient which allows all processes be made possible to all members of the entire academic community, may it be students, professors, staff and even other stakeholders."
"1641094091-581","http://ijere.iaescore.com/index.php/IJERE/issue/archive","Vol 10, No 4: December 2021","http://ijere.iaescore.com/index.php/IJERE/issue/view/562","Social acceptance levels of normal developed students towards disable students","http://ijere.iaescore.com/index.php/IJERE/article/view/21882","The study aimed to examine whether there is a significant difference between the social acceptance levels of the students with disabilities in the middle school students with normal development according to the variables of gender, grade level, number of siblings, and income level. This study was carried out in general screening model with appropriate sampling model. The universe of this research consists of 6th and 7th grade students. The sample of the study consists of 220 students. Social acceptance scale was used to collect data. One-way analysis of variance (t-test) were calculated using test techniques. As a result of the research, it was observed that the average score of peer attitude of female students was higher than male students. No significant difference was found between the social acceptance scale subscales, social skills, and student behavior subscales and social acceptance scale total scores of students with normal development according to their grade level. According to the number of participants’ siblings, a significant difference was found between the student behavior subscale of the social acceptance scale and the total score averages of the social acceptance scale."
"1641092917-155","http://ijere.iaescore.com/index.php/IJERE/issue/archive","Vol 7, No 1: March 2018","http://ijere.iaescore.com/index.php/IJERE/issue/view/457","Effort of NGO in Promoting Comprehensive Sexuality Education to Improve Quality of Life among Local and Refugee Communities","http://ijere.iaescore.com/index.php/IJERE/article/view/11237","Federation of Reproductive Health Association, Malaysia (FRHAM) is a pioneer Non-governmental Organization (NGO) in disseminating the knowledge and services of sexual reproductive health in Malaysia. A qualitative case study research design was employed to explore the roles of FRHAM in promoting Comprehensive Sexuality Education (CSE) for the well-being of locals and refugees’ communities. In-depth interviews were conducted with the staffs of FRHAM to inquire about their effort in delivering their services. The interviews were recorded, transcribed, coded and emergent themes were identified. FRHAM had played a part as educator, service provider, advocate and actively involved in improving the quality of life among the refugee community. The organization had developed modules for CSE and conducted programs for dissemination of knowledge. They also collaborated with local governmental agencies and other NGOs to promote awareness and utilization of services among the communities. Nevertheless, promoting CSE had experienced many challenges in Malaysia. The perceptions of Malaysian viewing sexuality education as taboos, cultural factors, the reluctance of educators in delivering, and the low visibility of FRHAM are the barriers encountered by FRHAM in promoting CSE. FRHAM recommended including parents, teachers and other stakeholders in the promotion of CSE and acknowledging CSE as an official subject to be implemented in schools.  The information from this study may encourage more partnerships between the stakeholders, policy makers and NGOs for providing high quality CSE and sexual reproductive health services."
"1641093467-348","http://ijere.iaescore.com/index.php/IJERE/issue/archive","Vol 9, No 3: September 2020","http://ijere.iaescore.com/index.php/IJERE/issue/view/556","A quick study on SRL profiles of online learning participants during the anticipation of the spread of COVID-19","http://ijere.iaescore.com/index.php/IJERE/article/view/20642","The spread of the COVID-19 coronavirus occurs in all countries. This pandemic incident has been taken seriously by various sectors including in the world of education. This research is a quantitative descriptive study to explain the Self-Regulated Learning (SRL) profile of Indonesian students in online learning which is carried out in COVID-19 emergencies. The research commenced three days after the establishment of the WHO COVID-19 pandemic. The respondents were taken by accident sampling at several schools implementing online learning after the designation of this mode by the Indonesian Ministry of Education and Culture on March 15, 2020. The schools comprised general high schools and vocational schools. The data were collected via Google Form filled out by 10th to 12th-grade students. The instrument used was a questionnaire with a scale of 1 to 5 (from absolutely disagree to absolutely agree) consisting of planning, monitoring, controlling, and reflecting aspects. There were two analytical techniques used i.e., descriptive statistics and ANOVA. The results of this study indicate that students in Indonesia still need assistance and mentoring from teachers to improve SRL. Several mentoring strategies can be applied to manage active learning. The teachers should explicitly include the process of mentoring, strengthening the students’ SRL. Teachers need to be aware that online learning is not only to master certain subject matters but also to strengthen SRL."
"1641093814-478","http://ijere.iaescore.com/index.php/IJERE/issue/archive","Vol 10, No 2: June 2021","http://ijere.iaescore.com/index.php/IJERE/issue/view/559","Quality of mentoring of mentor teachers: Perspective of the trainee teachers","http://ijere.iaescore.com/index.php/IJERE/article/view/21035","Mentoring by the mentor teachers to the trainee teacher is an important element in the component of professional practice, namely practicum. Mentoring of mentor teachers in this study refers to the quality of guidance given by mentor teachers to trainee teachers. This aspect is seen to have an impact on the success of trainee teachers during the practicum session. However, there are past studies that state that mentor teachers do not provide guidance as required by the trainee teachers. Therefore, this study aimed to examine the quality of mentoring of mentor teachers from the perspective of trainee teachers. This study used a mixed-method approach. Quantitative study was using a questionnaire namely mentor teacher’s guidance while utilizing random sampling method was used on a sample of 217 trainee teachers from the Institute of Teacher Education in the northern zone of Malaysia who have undergone the practicum session. The qualitative approach, on the hand involve semi-structured interview with two trainee teachers as the participants. This study found that the quality of guidance of mentor teachers is at a very good level. Quantitative findings are supported by qualitative findings. Four themes were identified from the interview analysis namely; excellent guidance, informative, cooperation and the needs of mentor teachers."
"1641094103-586","http://ijere.iaescore.com/index.php/IJERE/issue/archive","Vol 10, No 4: December 2021","http://ijere.iaescore.com/index.php/IJERE/issue/view/562","Relationships of language learning variables in the acquisition of third languages in a multilingual context","http://ijere.iaescore.com/index.php/IJERE/article/view/21594","This paper reinforces the importance of third language acquisition research in a multilingual context focusing on language experience, vocabulary learning strategies, emotional self-regulation strategies, and language anxiety. This study explored three languages: Chinese, Korean, and Vietnamese, to know if there are significant relationships between the above variables in third language acquisition. Three specific sets of survey questionnaires were distributed to various students enrolled in foreign language courses offered in a language department in a university. To focus on the relationships of language learning variables of a foreign language, correlational design was used to analyze the survey questionnaires' responses for each language course. Among students who were enrolled in Chinese, significant relationships were established between language anxiety and language experience, language anxiety, and emotional self-regulation strategies. Significant associations were found between emotional self-regulation strategies and language experience, emotional self-regulation strategies, and vocabulary strategies, and language performance and language experience for those students enrolled in the Korean language. In learning Vietnamese, significant relationships were found between language anxiety and vocabulary strategies, language performance, and language anxiety. Teachers may need to re-evaluate prepared teaching and learning materials, for example, material difficulty, to help students alleviate anxiety in learning."
"1641092490-4","http://ijere.iaescore.com/index.php/IJERE/issue/archive","Vol 2, No 4: December 2013","http://ijere.iaescore.com/index.php/IJERE/issue/view/222","Does Employment Status Affect Breastfeeding?","http://ijere.iaescore.com/index.php/IJERE/article/view/4452","The infant feeding decision is complex and involves the influence of psychological, social, and economic factors, and health care system. For working mothers, there are more obstacles and barrier for practicing breastfeeding successfully. Successful breastfeeding for working mothers is not a simple matter.DOI: http://dx.doi.org/10.11591/ijere.v2i4.3126"
